F1,F2,F3,F4,F5,F6,F7,F8,Output
0.4306,0.691,1,153,2,0,0,1,491.31
0.3472,0.7604,1,153,2,0,0,1,492.43
0.4236,0.6181,1,153,1,0,0,1,892.8
0.7257,0.8368,2,153,1,0,0,1,1311.92
0.6458,0.809,2,153,1,0,0,1,1345.41
0.9028,0.5243,2,153,1,0,1,1,1731.98
0.3472,0.7604,1,154,2,0,0,2,347.03
0.2708,0.4479,1,154,1,0,0,2,393.92
0.5035,0.7604,1,154,2,0,0,2,492.43
0.4236,0.6181,2,154,1,0,0,2,892.8
0.7257,0.8368,2,154,1,0,0,2,1311.92
0.7257,0.8368,2,154,1,0,0,2,1345.41
0.4236,0.5556,2,154,1,0,1,2,1893.72
0.7292,0.7917,0,155,0,0,0,3,102.3
0.3472,0.8993,1,155,2,0,0,3,347.03
0.4306,0.691,1,155,2,0,0,3,491.31
0.3472,0.7604,1,155,2,0,0,3,492.43
0.4236,0.6181,2,155,1,0,0,3,892.8
0.7257,0.8368,2,155,1,0,0,3,1311.92
0.6458,0.809,2,155,1,0,0,3,1345.41
0.7292,0.7917,0,156,0,0,0,4,102.3
0.3472,0.7604,1,156,2,0,0,4,347.03
0.5035,0.7604,1,156,2,0,0,4,492.43
0.4236,0.6181,2,156,1,0,0,4,892.8
0.7257,0.8368,2,156,1,0,0,4,1311.92
0.7257,0.8368,2,156,1,0,0,4,1345.41
0.2639,0.8021,0,158,1,0,0,6,111.33
0.7292,0.7917,0,158,0,0,0,6,126.03
0.7257,0.4306,1,158,2,0,1,6,347.03
0.3472,0.7604,1,158,2,0,0,6,379.03
0.4306,0.7604,1,158,2,0,0,6,492.43
0.4236,0.6181,2,158,1,0,0,6,892.8
0.7257,0.8368,2,158,1,0,0,6,1311.92
0.7292,0.7917,0,159,0,0,0,7,126.03
0.7257,0.5868,1,159,2,0,1,7,347.03
0.5035,0.6979,1,159,1,0,0,7,393.92
0.4306,0.691,1,159,2,0,0,7,491.31
0.309,0.7604,1,159,2,0,0,7,492.43
0.309,0.7604,1,159,2,0,0,7,575.03
0.4236,0.6181,2,159,1,0,0,7,892.8
0.7257,0.8368,2,159,1,0,0,7,1311.92
0.6458,0.809,2,159,1,0,0,7,1345.41
0.2639,0.375,0,160,1,0,1,1,111.33
0.7292,0.7917,0,160,0,0,0,1,126.03
0.7257,0.375,0,160,2,0,1,1,201.51
0.3472,0.7604,1,160,2,0,0,1,347.03
0.3472,0.7604,1,160,2,0,0,1,492.43
0.4306,0.691,1,160,2,0,0,1,631.31
0.4236,0.6181,2,160,1,0,0,1,892.8
0.7257,0.8368,2,160,1,0,0,1,1311.92
0.6458,0.809,2,160,1,0,0,1,1345.41
0.9028,0.5243,2,160,1,0,1,1,1731.98
0.5035,0.8993,1,161,2,0,0,2,347.03
0.309,0.4479,1,161,1,0,0,2,393.92
0.5035,0.7604,1,161,2,0,0,2,492.43
0.4236,0.6181,2,161,1,0,0,2,892.8
0.7257,0.8368,2,161,1,0,0,2,1311.92
0.6458,0.809,2,161,1,0,0,2,1345.41
0.4236,0.5556,2,161,1,0,1,2,1893.72
0.7292,0.7917,0,162,0,0,0,3,126.03
0.309,0.4479,1,162,2,0,0,3,347.03
0.4306,0.691,1,162,2,0,0,3,491.31
0.3472,0.7604,1,162,2,0,0,3,492.43
0.4236,0.6181,2,162,1,0,0,3,892.8
0.7257,0.8368,2,162,1,0,0,3,1311.92
0.6458,0.809,2,162,1,0,0,3,1345.41
0.7292,0.7917,0,163,0,0,0,4,102.3
0.4306,0.691,1,163,2,0,0,4,347.03
0.4306,0.691,1,163,2,0,0,4,491.31
0.3472,0.7604,1,163,2,0,0,4,492.43
0.4236,0.6181,2,163,1,0,0,4,892.8
0.7257,0.8368,2,163,1,0,0,4,1311.92
0.6458,0.809,2,163,1,0,0,4,1345.41
0.7431,0.8021,0,164,1,0,1,5,179.33
0.4306,0.8021,0,164,2,0,1,5,201.51
0.5035,0.8993,1,164,2,0,0,5,379.03
0.2708,0.4479,1,164,1,0,0,5,393.92
0.4306,0.691,1,164,2,0,0,5,491.31
0.5035,0.7604,1,164,2,0,0,5,492.43
0.4236,0.6181,2,164,1,0,0,5,892.8
0.7257,0.9444,2,164,2,0,0,5,948.35
0.3333,0.691,2,164,1,0,0,5,1311.92
0.6458,0.809,2,164,1,0,0,5,1345.41
0.7257,0.9479,2,164,2,0,0,5,1373.3
0.434,0.7604,2,164,1,0,0,5,1701.64
0.7292,0.7917,0,166,0,0,0,7,151.03
0.5035,0.691,1,166,1,0,0,7,393.92
0.4306,0.691,1,166,2,0,0,7,491.31
0.309,0.7604,1,166,2,0,0,7,492.43
0.309,0.7604,1,166,2,0,0,7,624.03
0.4236,0.6181,2,166,1,0,0,7,892.8
0.7257,0.8368,2,166,1,0,0,7,1311.92
0.7292,0.7917,0,167,0,0,0,1,126.03
0.2639,0.375,0,167,1,0,1,1,179.33
0.4306,0.375,0,167,2,0,1,1,201.51
0.7431,0.875,0,167,1,0,1,1,207.33
0.5035,0.4306,1,167,2,0,1,1,347.03
0.4306,0.691,1,167,2,0,0,1,491.31
0.3472,0.7604,1,167,2,0,0,1,492.43
0.5035,0.8993,1,167,2,0,0,1,575.03
0.4236,0.6181,2,167,1,0,0,1,892.8
0.7257,0.8368,2,167,1,0,0,1,1311.92
0.9028,0.5243,2,167,1,0,1,1,1731.98
0.7257,0.4306,1,175,2,0,1,2,347.03
0.5035,0.8993,1,175,2,0,0,2,379.03
0.2708,0.4479,1,175,1,0,0,2,393.92
0.5035,0.7604,1,175,2,0,0,2,492.43
0.4236,0.6181,2,175,1,0,0,2,892.8
0.7257,0.8368,2,175,1,0,0,2,1311.92
0.4236,0.5556,2,175,1,0,1,2,1893.72
0.7292,0.7917,0,44,2,0,0,3,203.53
0.9931,0.4306,1,44,2,0,1,3,398.27
0.7674,0.5104,1,44,2,0,1,3,402.31
0.2708,0.5556,1,44,2,0,0,3,421.27
0.4757,0.684,1,44,2,0,0,3,627.31
0.3576,0.816,2,44,2,0,0,3,1111.07
0.7292,0.7917,0,45,0,0,0,4,132.53
0.9931,0.5938,1,45,2,0,1,4,350.03
0.3854,0.7535,1,45,2,0,0,4,367.48
0.9931,0.4306,1,45,2,0,1,4,398.27
0.9931,0.5104,1,45,2,0,1,4,402.31
0.3854,0.684,1,45,2,0,0,4,425.31
0.2708,0.5729,1,45,2,0,0,4,428.8
0.2708,0.5556,1,45,2,0,0,4,463.27
0.6181,0.9375,1,45,2,0,0,4,530.1
0.3125,0.7535,1,45,2,0,0,4,562.48
0.4236,0.5868,2,45,1,0,0,4,951.21
0.4236,0.8854,2,45,1,0,0,4,1021.21
0.4236,0.7569,2,45,1,0,0,4,1044.21
0.9931,0.4306,2,45,2,0,1,4,1115.27
0.7292,0.7917,0,46,0,0,0,5,111.53
0.4757,0.7535,1,46,2,0,0,5,367.48
0.4757,0.7604,1,46,2,0,0,5,398.27
0.4757,0.684,1,46,2,0,0,5,402.31
0.9931,0.5729,1,46,2,0,1,5,405.8
0.2708,0.5104,1,46,2,0,0,5,425.31
0.6181,0.9722,1,46,2,0,0,5,463.27
0.6181,0.9722,1,46,2,0,0,5,530.1
0.7292,0.7917,0,50,0,0,0,7,102.53
0.8542,0.5556,1,50,2,0,1,7,398.32
0.9931,0.4444,1,56,2,0,1,6,428.8
0.9931,0.5938,1,60,2,0,1,3,350.03
0.7222,0.5729,1,60,2,0,1,3,405.8
0.9931,0.7396,1,63,2,0,1,6,682.03
0.3125,0.684,1,70,2,0,0,6,425.31
0.4236,0.5868,2,70,1,0,0,6,951.3
0.2708,0.5104,1,80,2,0,0,2,425.31
0.9931,0.816,2,80,2,0,1,2,1111.14
0.9931,0.5938,1,83,2,0,1,5,350.03
0.7292,0.7917,0,90,0,0,0,5,61.53
0.2708,0.5104,1,90,2,0,0,5,402.31
0.3576,0.816,2,95,2,0,0,3,1111.16
0.5035,0.9028,1,100,2,0,0,1,350.03
0.2708,0.5556,1,100,2,0,0,1,463.32
0.7431,0.4479,0,110,2,0,1,4,175.72
0.2708,0.5556,1,110,2,0,0,4,398.32
0.5035,0.4306,1,116,2,0,1,3,383.35
0.3472,0.691,1,122,2,1,0,2,425.31
0.4306,0.7604,1,130,2,0,0,3,398.32
0.5035,0.9028,1,130,2,0,0,3,578.03
0.7292,0.7917,0,77,0,1,0,1,102.03
0.4306,0.4479,0,77,1,1,1,1,142.92
0.5868,0.4479,0,77,2,1,0,1,149.22
0.8056,0.4479,0,77,1,1,0,1,171.92
0.5035,0.8993,1,77,2,1,0,1,379.03
0.5035,0.7604,1,77,2,1,0,1,492.44
0.4306,0.691,1,77,2,1,0,1,631.31
0.7257,0.8368,2,77,1,1,0,1,1311.92
0.6458,0.809,2,77,1,1,0,1,1345.41
0.4236,0.6181,2,78,1,0,0,2,892.8
0.8715,0.8368,2,79,2,0,1,2,971.06
0.6667,0.7778,0,87,0,0,0,3,454.38
0.6076,0.3299,1,87,2,0,0,3,754.94
0.6736,0.375,1,95,1,0,0,5,195.9
0.6667,0.9201,1,95,2,0,1,5,224.45
0.5035,0.8993,1,103,2,0,0,5,347.03
0.6563,0.9757,0,103,0,0,0,5,454.55
0.6667,0.8368,0,112,2,1,0,1,520.27
0.5035,0.8993,1,112,2,1,0,1,679.03
0.4236,0.6181,2,120,1,0,0,2,892.8
0.7257,0.8368,2,120,1,0,0,2,1311.92
0.2049,0.8333,1,128,1,0,0,3,141.9
0.4028,0.7639,1,128,1,0,0,3,173.22
0.6736,0.8333,1,128,1,0,0,3,215.9
0.7257,0.5868,1,128,2,0,0,3,347.03
0.4306,0.691,1,136,2,0,0,3,491.31
0.3472,0.7604,1,136,2,0,0,3,492.44
0.4236,0.6181,2,136,1,0,0,3,892.8
0.7257,0.8368,2,136,1,0,0,3,1311.92
0.3472,0.4479,0,144,1,0,1,4,148.92
0.7431,0.4479,0,144,2,0,0,4,197.22
0.5035,0.8021,0,152,2,0,1,5,201.51
0.6736,0.8333,1,152,1,0,0,5,215.9
0.2049,0.4861,1,152,2,0,0,5,273.14
0.8924,0.2674,1,152,2,0,0,5,331.22
0.5035,0.7604,1,160,2,0,0,5,492.44
0.5035,0.8993,1,160,2,0,0,5,575.03
0.4306,0.691,1,160,2,0,0,5,631.31
0.4236,0.6181,2,160,1,0,0,5,892.8
0.6736,0.7743,2,168,2,0,1,6,923.58
0.2049,0.7708,2,168,2,0,0,6,1004.14
0.6736,0.7743,2,168,2,0,1,6,1036.58
0.7257,0.8368,2,168,1,0,0,6,1311.92
0.4306,0.6979,1,184,1,0,0,7,393.92
0.309,0.7604,1,176,2,0,0,7,492.44
0.7257,0.5868,1,176,2,0,0,7,575.03
0.309,0.8993,1,176,2,0,0,7,679.03
0.4236,0.6181,2,176,1,0,0,7,892.8
0.7257,0.8368,2,176,1,0,0,7,1311.92
0.5417,0.7292,2,176,1,0,0,7,2094.1
